Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:08361007


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
8361007;1;01/04/2012;1;77,8;399,9;15;14;1;1;1;;0;0,0;18,1;0,0;0,0;3,2;0,0;0,0;30,0;0,0;9,1;0,0;23,9;11,3;0,0;77,8;55,5;31,7;16,6;0,0;0,0;58,9;0,0;0,0;0,0;0,0;13,4;5,5;0,0;0,0;44,9;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/03/2012;1;31,2;77,0;28;5;1;1;1;;0;0,0;0,0;4,2;0,0;0,0;10,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,2;7,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,2;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/02/2012;1;52,7;159,4;23;7;1;1;1;;0;0,0;0,0;0,0;0,0;4,7;0,0;0,0;0,0;18,1;0,0;0,0;0,0;0,0;8,3;0,0;0,0;23,0;41,2;0,0;0,0;0,0;0,0;52,7;0,0;0,0;0,0;0,0;11,4;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
8361007;1;01/01/2012;1;38,9;79,3;19;7;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,3;38,9;0,0;0,0;0,0;6,2;0,0;0,0;0,0;14,7;0,8;1,3;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/12/2011;1;35,9;71,1;23;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,7;0,0;0,0;0,0;0,0;0,0;35,9;0,0;10,3;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/11/2011;1;66,5;255,1;30;8;1;1;1;;0;62,8;13,1;0,0;0,0;11,3;0,0;0,0;0,0;0,0;9,7;0,0;31,2;0,0;0,0;0,0;0,0;0,0;0,0;44,9;0,0;0,0;0,0;0,0;0,0;15,6;0,0;0,0;0,0;0,0;66,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/10/2011;1;71,2;340,6;24;9;1;1;1;;0;0,0;0,0;0,0;33,1;29,3;0,0;0,0;0,0;15,9;0,0;0,0;0,0;0,0;13,8;0,0;42,7;0,0;40,3;0,0;0,0;54,6;0,0;0,0;71,2;0,0;0,0;39,7;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/09/2011;1;44,1;165,3;22;8;1;1;1;;0;0,0;0,0;0,0;11,9;32,0;8,9;0,0;0,0;0,0;18,3;0,0;0,0;0,0;0,0;4,2;18,7;0,0;0,0;0,0;0,0;0,0;44,1;27,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/08/2011;1;54,3;309,8;25;11;1;1;1;;0;0,0;0,0;21,3;0,0;0,0;0,0;0,0;36,7;0,0;11,2;52,0;0,0;43,2;9,4;0,0;0,0;18,5;0,0;0,0;0,0;0,0;7,1;0,0;39,9;54,3;0,0;16,2;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/07/2011;1;67,9;465,3;28;13;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;18,7;33,3;0,0;0,0;0,0;34,5;0,0;0,0;18,2;45,6;0,0;0,0;0,0;43,7;0,0;25,2;0,0;0,0;22,1;29,8;0,0;40,1;67,9;0,0;28,9;57,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/06/2011;1;62,6;545,9;21;17;1;1;1;;0;47,1;62,3;0,0;0,0;53,2;35,3;0,0;0,0;0,0;8,1;0,0;17,3;23,4;0,0;0,0;13,7;7,1;25,9;0,0;12,0;62,6;20,3;19,8;56,0;38,7;0,0;0,0;0,0;43,1;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/05/2011;1;83,0;457,0;30;14;1;1;1;;0;0,0;0,0;17,7;0,0;0,0;0,0;60,9;34,2;0,0;41,7;23,6;0,0;0,0;14,1;28,3;0,0;0,0;0,0;9,3;0,0;2,7;28,2;0,0;37,3;66,9;9,1;0,0;0,0;0,0;83,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/04/2011;1;70,5;234,8;21;7;1;1;1;;0;0,0;0,0;8,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33,3;0,0;15,0;0,0;0,0;0,0;0,0;51,2;0,0;0,0;70,5;38,2;0,0;0,0;0,0;0,0;0,0;0,0;18,4;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/03/2011;1;88,9;243,1;16;6;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;42,1;0,0;0,0;66,2;0,0;15,3;0,0;0,0;0,0;24,5;88,9;0,0;0,0;0,0;0,0;0,0;0,0;6,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/02/2011;1;50,3;110,1;18;4;3;3;3;;0;22,2;0,0;0,0;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;50,3;0,0;0,0;33,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;0;0;0;
8361007;1;01/01/2011;1;5,1;5,1;4;1;1;1;1;;0;0,0;0,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/12/2010;1;51,2;276,0;22;11;1;1;1;;0;0,0;23,1;0,0;10,1;0,0;20,6;0,0;14,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,1;33,4;43,2;0,0;0,0;0,0;51,2;22,4;13,7;0,0;0,0;0,0;31,2;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/10/2010;1;30,7;101,5;5;6;1;1;1;;0;0,0;0,0;12,0;0,0;30,7;0,0;0,0;0,0;0,0;0,0;0,0;23,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,3;0,0;0,0;0,0;10,8;0,0;0,0;17,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/09/2010;1;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;12,5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;
8361007;1;01/08/2010;1;;;;;0;0;0;;0;0,0;0,0;30,3;10,4;20,3;0,0;33,3;0,0;0,0;0,0;50,3;10,7;3,0;0,0;0,0;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8361007;1;01/07/2010;1;60,9;262,2;26;10;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;40,4;12,3;2,0;0,0;0,0;0,0;0,0;11,3;30,2;20,9;0,0;0,0;0,0;40,1;13,3;0,0;0,0;0,0;60,9;0,0;30,8;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/06/2010;1;85,3;443,2;18;14;3;3;3;;0;77,5;0,0;62,3;3,3;0,0;0,0;30,2;10,5;7,7;43,3;0,0;0,0;0,0;30,8;0,0;0,0;0,0;85,3;0,0;22,7;0,0;0,0;16,0;10,3;0,0;0,0;0,0;20,3;23,0;0,0;;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/05/2010;1;77,2;581,9;18;18;3;3;3;;0;0,0;0,0;15,3;23,1;0,0;0,0;0,0;37,3;60,2;0,0;0,0;0,0;30,3;24,2;50,0;35,7;0,0;77,2;20,5;0,0;0,0;18,1;11,1;70,0;14,3;22,2;0,0;15,1;45,5;11,8;0,0;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;3;1;3;1;1;1;1;1;1;1;
8361007;1;01/03/2010;1;20,7;52,0;17;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;14,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,7;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,3;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/02/2010;1;5,3;5,3;24;1;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,3;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
8361007;1;01/01/2010;1;36,5;36,5;6;1;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;36,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/12/2009;1;33,3;49,8;22;2;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,5;33,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/11/2009;1;33,5;56,0;15;2;1;1;1;;0;0,0;0,0;22,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/10/2009;1;15,5;47,1;13;4;1;1;1;;0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;13,1;0,0;0,0;15,5;0,0;0,0;0,0;0,0;0,0;0,0;8,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/09/2009;1;23,0;34,3;12;2;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,0;11,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/08/2009;1;35,7;191,4;24;10;3;3;3;;0;24,1;0,0;0,0;33,3;4,0;0,0;0,0;0,0;12,3;0,0;14,5;33,3;9,5;14,7;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;3;1;1;1;1;3;1;1;3;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/07/2009;1;;;;;0;0;0;;0;85,0;6,8;15,7;0,0;14,1;17,0;22,9;0,0;0,0;0,0;0,0;10,0;0,0;0,0;32,1;0,0;43,7;0,0;22,5;0,0;0,0;55,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
8361007;1;01/06/2009;1;74,1;310,0;12;11;3;3;3;;0;12,2;0,0;0,0;0,0;0,0;0,0;45,0;0,0;0,0;0,0;14,7;74,1;0,0;0,0;0,0;0,0;0,0;12,0;0,0;0,0;10,0;20,0;40,3;0,0;63,3;0,0;0,0;0,0;7,3;11,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;1;1;1;1;1;1;1;0;
8361007;1;01/05/2009;1;12,0;22,0;8;2;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/04/2009;1;90,5;237,6;3;5;1;1;1;;0;0,0;0,0;90,5;55,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33,9;44,5;0,0;0,0;0,0;0,0;13,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/03/2009;1;34,0;93,0;9;5;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,0;23,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,0;14,1;9,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/02/2009;1;7,2;12,7;27;2;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,2;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
8361007;1;01/01/2009;1;25,3;49,5;21;3;1;1;1;;0;0,0;0,0;0,0;0,0;17,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,9;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/12/2008;1;58,0;396,8;29;18;1;1;1;;0;0,0;12,4;2,6;55,1;18,5;0,0;10,0;0,0;0,0;8,1;6,5;10,0;22,9;0,0;22,5;7,0;0,0;0,0;0,0;0,0;17,3;25,5;0,0;0,0;0,0;23,0;15,3;33,1;58,0;0,0;49,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/11/2008;1;60,2;157,1;13;9;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,3;5,5;0,0;0,0;60,2;0,0;0,0;33,5;0,0;15,1;0,0;3,3;5,0;3,2;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/10/2008;1;36,7;106,3;12;7;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;0,0;0,0;6,1;36,7;0,0;0,0;0,0;0,0;19,0;0,0;0,0;4,5;22,3;0,0;0,0;0,0;4,7;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/09/2008;1;55,7;174,2;25;5;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,7;0,0;0,0;22,0;0,0;0,0;0,0;0,0;54,5;0,0;0,0;0,0;0,0;33,3;55,7;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/08/2008;1;44,0;189,4;16;9;1;1;1;;0;0,0;5,0;0,0;0,0;18,3;0,0;0,0;0,0;9,0;0,0;0,0;5,8;0,0;0,0;0,0;44,0;0,0;0,0;19,3;0,0;38,0;0,0;0,0;17,0;0,0;0,0;0,0;33,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/07/2008;1;73,1;595,3;25;22;1;1;1;;0;0,0;23,3;34,1;19,9;55,0;12,0;22,5;18,1;0,0;40,9;0,0;0,0;22,3;0,0;66,5;18,7;8,7;11,0;2,5;13,1;16,0;0,0;3,7;15,3;73,1;40,0;22,9;0,0;55,7;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/06/2008;1;62,7;396,4;11;15;1;1;1;;0;11,0;0,0;17,5;0,0;0,0;0,0;0,0;37,0;44,1;0,0;62,7;0,0;0,0;0,0;0,0;0,0;37,0;18,7;23,7;11,9;0,0;13,5;0,0;18,0;12,7;36,7;38,9;0,0;0,0;13,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/05/2008;1;85,3;431,5;22;12;1;1;1;;0;0,0;0,0;14,5;22,9;22,0;33,5;37,0;0,0;0,0;0,0;0,0;0,0;0,0;41,2;0,0;0,0;49,3;0,0;0,0;54,0;0,0;85,3;0,0;11,1;0,0;14,7;0,0;0,0;0,0;46,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/04/2008;1;53,0;132,8;18;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;45,0;0,0;0,0;30,5;0,0;0,0;0,0;0,0;53,0;0,0;0,0;0,0;0,0;0,0;0,0;4,3;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/03/2008;1;28,0;51,2;9;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,0;11,0;6,5;0,0;0,0;5,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/02/2008;1;18,0;51,6;13;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,1;0,0;0,0;4,0;18,0;0,0;0,0;0,0;0,0;0,0;0,0;14,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
8361007;1;01/01/2008;1;5,0;5,0;13;1;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/12/2007;1;52,0;164,1;25;8;3;3;3;;0;23,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;4,5;0,0;0,0;0,0;14,0;0,0;0,0;0,0;0,0;33,3;20,0;7,0;0,0;0,0;0,0;52,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/11/2007;1;3,5;3,5;1;1;1;1;1;;0;3,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/10/2007;1;30,7;102,7;5;6;1;1;1;;0;0,0;0,0;12,0;0,0;30,7;0,0;0,0;0,0;0,0;0,0;0,0;28,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;10,0;0,0;15,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/09/2007;1;35,5;102,7;18;6;3;3;3;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,1;0,0;0,0;0,0;9,1;0,0;22,5;10,0;0,0;0,0;35,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,5;;1;1;1;1;1;1;1;3;1;1;1;1;1;3;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;3;0;
8361007;1;01/08/2007;1;60,1;402,8;7;14;3;3;3;;0;13,3;0,0;0,0;30,5;0,0;25,0;60,1;0,0;0,0;20,5;23,0;0,0;15,5;0,0;24,7;0,0;50,1;23,0;0,0;43,0;0,0;0,0;40,1;0,0;0,0;0,0;0,0;13,5;0,0;0,0;20,5;3;1;1;3;1;3;3;1;1;3;3;1;3;1;1;1;3;3;1;3;1;1;3;1;1;1;1;3;1;1;3;
8361007;1;01/07/2007;1;84,5;340,2;10;12;2;2;2;;0;15,5;0,0;10,0;0,0;0,0;15,0;0,0;43,5;10,0;84,5;0,0;0,0;0,0;13,7;0,0;0,0;0,0;0,0;28,0;0,0;4,3;0,0;0,0;18,5;0,0;0,0;22,1;0,0;0,0;0,0;75,1;3;1;3;1;1;3;1;2;3;1;1;1;1;3;1;1;1;1;3;1;1;1;1;3;1;1;1;1;1;1;3;
8361007;1;01/06/2007;1;66,3;514,4;4;19;3;3;3;;0;32,1;15,3;53,0;66,3;3,3;0,0;0,0;0,0;0,0;36,0;0,0;0,0;28,1;0,0;21,3;27,7;1,5;33,3;14,5;49,0;10,0;15,5;0,0;19,0;0,0;0,0;30,0;28,5;0,0;30,0;;1;3;3;1;3;1;1;1;1;1;1;1;3;1;1;1;1;3;1;1;3;3;1;1;1;1;3;3;1;3;0;
8361007;1;01/05/2007;1;55,0;408,4;6;10;3;3;3;;0;0,0;0,0;0,0;0,0;0,0;55,0;40,0;0,0;0,0;0,0;0,0;0,0;0,0;50,0;36,4;42,5;0,0;36,0;0,0;0,0;14,5;44,0;0,0;0,0;0,0;0,0;0,0;45,0;0,0;0,0;45,0;1;1;1;1;1;3;3;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;3;
8361007;1;01/04/2007;1;100,0;275,0;1;6;3;3;3;;0;100,0;52,0;34,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36,0;;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/03/2007;1;52,0;201,5;31;6;3;3;3;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;40,5;0,0;0,0;34,0;49,5;52,0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;3;3;1;1;3;1;3;
