Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:08361007


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
8361007;1;01/03/2017;1;74,8;100,0;30;3;3;3;3;;0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;74,8;0,0;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;
8361007;1;01/02/2017;1;27,8;61,5;22;3;3;3;3;;0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,8;0,0;23,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;1;1;1;1;1;1;1;
8361007;1;01/01/2017;1;69,4;103,5;18;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,8;0,0;0,0;0,0;69,4;0,0;0,0;0,0;0,0;24,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/12/2016;1;23,4;61,7;18;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,4;0,0;0,0;0,0;0,0;0,0;20,6;0,0;17,7;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/11/2016;1;16,7;43,0;19;5;1;1;1;;0;0,0;0,0;0,0;0,0;1,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;0,0;0,0;16,7;0,0;10,0;0,0;12,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/10/2016;1;9,3;21,4;26;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,3;0,0;0,0;7,5;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/09/2016;1;9,3;34,5;3;6;1;1;1;;0;0,0;0,0;9,3;0,0;0,0;0,0;7,7;0,0;0,0;0,0;0,0;0,0;3,7;0,0;0,0;1,2;8,9;0,0;0,0;0,0;0,0;3,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/08/2016;1;8,7;67,3;14;11;1;1;1;;0;0,0;0,0;5,3;8,2;0,0;0,0;0,0;0,0;2,3;3,2;7,4;3,3;0,0;8,7;4,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,0;8,6;0,0;0,0;0,0;0,0;7,9;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/07/2016;1;71,2;322,0;4;13;1;1;1;;0;16,7;5,1;24,3;71,2;30,7;0,0;33,0;0,0;24,5;0,0;0,0;0,0;0,0;18,6;0,0;7,4;0,0;0,0;0,0;22,2;24,1;0,0;0,0;18,7;0,0;25,5;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/06/2016;1;62,7;396,1;30;11;1;1;1;;0;0,0;32,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,3;14,6;0,0;0,0;9,3;31,4;0,0;0,0;0,0;43,3;0,0;51,3;0,0;62,3;0,0;0,0;53,7;17,5;0,0;62,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/05/2016;1;63,8;404,1;12;14;1;1;1;;0;11,3;0,0;7,2;24,7;16,1;18,4;0,0;57,5;0,0;38,9;31,1;63,8;0,0;0,0;0,0;18,7;22,3;17,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,8;41,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/04/2016;1;45,3;148,4;14;9;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;10,2;0,0;0,0;0,0;0,0;0,0;0,0;45,3;8,2;0,0;0,0;13,1;0,0;7,7;0,0;0,0;0,0;17,4;0,0;11,3;0,0;9,5;25,7;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/03/2016;1;31,4;53,9;29;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,3;31,4;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/02/2016;1;61,2;61,2;24;1;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;61,2;0,0;0,0;0,0;0,0;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
8361007;1;01/01/2016;1;0,0;0,0;1;0;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/12/2015;1;31,7;31,7;3;1;1;1;1;;0;0,0;0,0;31,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/11/2015;1;24,5;64,0;21;5;1;1;1;;0;8,1;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,2;24,5;0,0;0,0;0,0;0,0;0,0;6,9;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/10/2015;1;19,7;38,4;24;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,4;19,7;0,0;0,0;7,3;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/09/2015;1;57,3;134,8;3;5;1;1;1;;0;0,0;0,0;57,3;0,0;0,0;13,8;0,0;0,0;0,0;0,0;0,0;0,0;15,1;0,0;0,0;33,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,7;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/08/2015;1;26,9;174,6;25;11;1;1;1;;0;0,0;6,4;0,0;0,0;0,0;16,3;0,0;0,0;0,0;0,0;0,0;0,0;12,4;14,3;0,0;0,0;0,0;0,0;11,6;0,0;5,1;0,0;18,3;21,4;26,9;0,0;0,0;0,0;0,0;18,7;23,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/07/2015;1;61,4;423,3;21;18;1;1;1;;0;41,9;7,1;40,3;51,4;0,0;36,2;0,0;0,0;0,0;0,0;8,2;0,0;0,0;17,1;6,0;0,0;9,3;11,4;0,0;39,7;61,4;35,6;0,0;0,0;18,1;9,3;6,5;0,0;0,0;4,7;19,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/06/2015;1;47,4;274,2;12;14;1;1;1;;0;0,0;0,0;5,3;0,0;0,0;0,0;15,1;0,0;0,0;0,0;20,3;47,4;8,0;11,7;34,9;17,2;21,5;0,0;0,0;33,3;25,0;0,0;19,4;0,0;3,2;0,0;11,9;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/05/2015;1;55,2;319,5;19;13;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;19,7;8,1;0,0;0,0;13,7;7,3;0,0;0,0;0,0;22,4;14,1;37,8;55,2;42,0;33,8;0,0;18,9;0,0;0,0;0,0;0,0;25,2;0,0;21,3;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/04/2015;1;23,1;42,4;19;2;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,3;0,0;23,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
8361007;1;01/03/2015;1;0,0;0,0;1;0;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/02/2015;1;13,2;13,2;25;1;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,2;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
8361007;1;01/01/2015;1;0,0;0,0;1;0;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/12/2014;1;28,1;28,1;24;1;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/11/2014;1;49,0;211,6;14;7;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;31,7;0,0;0,0;0,0;0,0;36,2;17,1;49,0;0,0;0,0;0,0;0,0;11,1;44,3;0,0;0,0;22,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/10/2014;1;37,1;132,6;23;7;1;1;1;;0;0,0;0,0;0,0;0,0;4,3;22,4;17,1;0,0;3,1;20,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;37,1;0,0;0,0;28,4;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/09/2014;1;17,3;43,2;1;4;1;1;1;;0;17,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,2;8,4;6,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/08/2014;1;44,1;201,7;12;13;1;1;1;;0;18,3;0,0;0,0;0,0;12,7;0,0;0,0;0,0;0,0;15,4;7,3;44,1;0,0;26,6;9,3;0,0;11,8;0,0;13,2;0,0;7,4;22,2;0,0;0,0;0,0;11,3;2,1;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/07/2014;1;47,3;249,5;13;14;1;1;1;;0;0,0;0,0;23,9;37,8;11,7;5,1;3,3;7,0;0,0;33,2;13,8;0,0;47,3;0,0;0,0;0,0;0,0;0,0;0,0;12,0;10,3;0,0;0,0;0,0;0,0;0,0;14,3;0,0;21,1;0,0;8,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/06/2014;1;68,6;297,4;29;14;1;1;1;;0;0,0;0,0;9,2;0,0;0,0;12,1;0,0;0,0;0,0;0,0;11,3;0,0;7,1;13,4;35,7;0,0;0,0;0,0;32,5;22,7;6,3;0,0;0,0;46,0;0,0;10,1;15,3;7,1;68,6;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/05/2014;1;62,7;130,4;27;5;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,2;0,0;0,0;0,0;0,0;11,0;0,0;62,7;13,2;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/04/2014;1;22,1;80,9;24;5;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,2;11,7;0,0;0,0;0,0;0,0;0,0;17,3;0,0;22,1;13,6;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/03/2014;1;3,1;3,1;23;1;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/02/2014;1;18,2;38,5;21;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,2;0,0;7,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
8361007;1;01/01/2014;1;0,0;0,0;1;0;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/12/2013;1;17,2;46,2;6;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;17,2;0,0;0,0;0,0;8,1;12,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/11/2013;1;52,9;227,1;27;11;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;41,3;0,9;43,3;2,3;0,0;26,1;0,0;0,0;12,6;0,0;0,0;0,0;0,0;28,7;0,0;7,3;0,0;0,0;0,0;0,0;3,2;52,9;0,0;0,0;8,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/10/2013;1;12,3;48,6;15;9;1;1;1;;0;0,0;11,2;0,0;0,0;3,1;0,0;0,0;2,3;0,0;0,0;0,0;0,0;2,1;0,0;12,3;0,0;0,0;0,0;0,0;0,0;0,0;6,9;0,0;0,0;0,0;0,0;0,0;2,2;4,0;0,0;4,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/09/2013;1;31,0;103,5;6;8;1;1;1;;0;0,0;0,0;0,0;0,0;13,2;31,0;0,0;0,0;16,1;8,3;0,0;0,0;3,1;18,2;0,0;0,0;0,0;9,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/08/2013;1;57,3;501,7;16;17;1;1;1;;0;0,0;28,0;34,1;0,0;16,2;31,1;19,3;31,4;15,9;51,0;0,0;0,0;0,0;11,2;0,0;57,3;0,0;0,0;18,7;31,0;0,0;0,0;0,0;0,0;0,0;16,5;23,3;55,2;43,4;18,1;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/07/2013;1;76,1;317,9;1;11;1;1;1;;0;76,1;0,0;13,7;0,0;0,0;47,3;26,1;0,0;0,0;0,0;8,4;62,9;18,2;28,9;0,0;11,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,3;16,8;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/06/2013;1;44,1;232,3;9;14;1;1;1;;0;9,1;0,0;0,0;0,0;0,0;33,0;11,3;8,2;44,1;27,9;5,0;17,6;0,0;0,0;15,0;0,0;0,0;0,0;0,0;7,3;10,2;0,0;0,0;22,4;8,1;0,0;0,0;13,1;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/05/2013;1;89,1;400,1;19;11;1;1;1;;0;41,1;0,0;28,2;0,0;0,0;7,2;11,3;0,0;0,0;75,3;0,0;0,0;0,0;0,0;0,0;0,0;34,8;0,0;89,1;0,0;56,8;0,0;0,0;0,0;0,0;0,0;27,5;21,2;0,0;0,0;7,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/04/2013;1;44,3;93,6;27;7;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,1;0,0;13,1;0,0;0,0;17,1;8,2;3,1;44,3;0,0;4,7;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/03/2013;1;21,7;31,8;23;2;1;1;1;;0;10,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/02/2013;1;46,1;90,7;15;4;1;1;1;;0;0,0;13,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,2;46,1;10,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
8361007;1;01/01/2013;1;0,0;0,0;1;0;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/12/2012;1;97,1;128,3;15;6;3;3;3;;0;0,0;0,0;15,7;0,1;6,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;97,1;0,0;0,0;0,0;0,0;3,9;5,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/11/2012;1;42,7;110,3;30;5;1;1;1;;0;0,0;0,0;13,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,1;36,0;42,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/10/2012;1;99,1;168,7;11;5;1;1;1;;0;23,4;0,0;0,0;0,0;11,2;0,0;0,0;0,0;0,0;13,7;99,1;0,0;0,0;21,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/09/2012;1;23,5;40,6;30;5;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,1;2,3;10,2;0,0;23,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/08/2012;1;33,4;185,5;8;13;1;1;1;;0;10,3;0,0;8,7;0,0;12,1;0,0;0,0;33,4;21,2;0,0;0,0;13,1;0,0;0,0;0,0;13,4;2,1;0,0;0,0;22,3;0,0;0,0;19,6;0,0;0,0;7,2;3,4;18,7;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/07/2012;1;151,2;426,0;20;14;3;3;3;;0;8,9;0,0;20,8;32,3;0,0;0,0;0,0;11,2;0,0;15,3;0,0;55,1;6,5;0,0;33,7;18,1;42,4;0,0;0,0;151,2;0,0;0,0;0,0;0,0;3,1;0,0;0,0;0,0;18,3;0,0;9,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;
8361007;1;01/06/2012;1;42,6;228,9;28;16;1;1;1;;0;23,7;0,0;0,0;0,0;2,1;0,0;5,3;31,5;7,2;0,0;18,3;11,5;20,7;11,1;0,0;0,0;15,8;0,0;8,1;0,0;0,0;0,0;0,0;3,2;0,0;5,1;12,4;42,6;0,0;10,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
8361007;1;01/05/2012;1;77,9;434,1;4;15;1;1;1;;0;0,0;37,2;19,1;77,9;11,3;8,0;27,5;42,5;33,1;17,0;68,9;0,0;0,0;31,7;7,6;34,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,3;4,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
